incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Summit Fire,TRUE,2013-05-04T18:30:00Z,2013-05-01T12:38:00Z,CAL FIRE/Riverside County Fire ,Riverside,Mias Canyon and Bluff Road in Banning,3166,CAL FIRE/Riverside County Fire ,-116.941311,34.288877,2013-05-04T18:30:00Z,5/4/13,5/1/13,N,TRUE,FALSE
Tres Pinos Fire,TRUE,2013-05-03T18:45:00Z,2013-05-03T11:42:00Z,CAL FIRE San Benito-Monterey ,San Benito,"Highway 25 and Horizon Rd, Community of Tres ",354,CAL FIRE San Benito-Monterey ,-120.937494,37.160346,2013-05-03T18:45:00Z,5/3/13,5/3/13,N,TRUE,FALSE
306 Fire,TRUE,2013-05-05T18:00:00Z,2013-05-01T19:00:00Z,CAL FIRE Tehama-Glenn Unit,Glenn,2 miles south of the community of Elk Creek,217,CAL FIRE Tehama-Glenn Unit,-122.560862,39.514139,2013-05-05T18:00:00Z,5/5/13,5/1/13,N,TRUE,FALSE
Lytle Fire,TRUE,2013-05-15T08:15:00Z,2013-05-13T13:30:00Z,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit",San Bernardino,"I-15 at Sierra Ave, near Lytle Creek",75,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit, CAL FIRE, USFS, San Bernardino Co., San Bernardino City, Rialto, Rancho, Ontario, CHP, San Bernardino Sheriff's Office",-117.4408,34.1834,2013-05-15T08:15:00Z,5/15/13,5/13/13,N,TRUE,FALSE
Gorgonio Fire,TRUE,2013-05-05T18:45:00Z,2013-05-04T11:43:00Z,CAL FIRE/Riverside County Fire,Riverside,"Highway 243, south of Banning and north of Pine Cove",510,CAL FIRE/Riverside County Fire,-116.855019,33.894055,2013-05-05T18:45:00Z,5/5/13,5/4/13,N,TRUE,FALSE
Grand Fire,TRUE,2013-05-21T19:45:00Z,2013-05-15T12:50:00Z,CAL FIRE / USFS Los Padres National Forest,"Kern, Ventura","South of Frazier Mountain Park Rd, South of Frazier Park",4346,"CAL FIRE / USFS Los Padres National Forest, CAL FIRE, USFS, KERN CO FD, VENTURA CO FD, KERN COUNTY SO, VENTURA CO SO, LA CO SO, LAFD, CALEMA, BLM, KERN CO RD DEPT., CHP, CALIFORNIA STATE PARKS",-118.9411,34.7861,2013-05-21T19:45:00Z,5/21/13,5/15/13,N,TRUE,FALSE
54 Fire,TRUE,2013-05-17T08:30:00Z,2013-05-16T13:48:00Z,CAL FIRE Riverside Unit,Riverside,"Avenue 54 and Tyler Street, near the community of Coachella",40,CAL FIRE Riverside Unit,-116.161201,33.655638,2013-05-17T08:30:00Z,5/17/13,5/16/13,N,TRUE,FALSE
Lake Fire,TRUE,2013-05-18T19:00:00Z,2013-05-17T13:23:00Z,CAL FIRE/Los Angeles County ,Los Angeles,I-5 Southbound at Lake Hughes Road,712,CAL FIRE/Los Angeles County ,-118.610044,34.49149,2013-05-18T19:00:00Z,5/18/13,5/17/13,N,TRUE,FALSE
Lilly 2 Fire,TRUE,2013-05-20T19:10:00Z,2013-05-19T15:07:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Madera,Off Road 400 & Sandy Beach Dr. in Yosemite Lakes,91,CAL FIRE Madera-Mariposa-Merced Unit,-119.7917,37.1927,2013-05-20T19:10:00Z,5/20/13,5/19/13,N,TRUE,FALSE
Cottontail Fire,TRUE,2013-05-20T19:10:00Z,2013-05-20T15:45:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,Cayucos Creek Rd & Thunder Canyon Rd north of Cayucos,35,CAL FIRE San Luis Obispo Unit,-120.91375,35.49864,2013-05-20T19:10:00Z,5/20/13,5/20/13,N,TRUE,FALSE
Cherry Fire,TRUE,2013-05-20T18:50:00Z,2013-05-20T13:47:00Z,CAL FIRE Riverside Unit,Riverside,Off Sunset Ave & Mesa St in Banning,25,CAL FIRE Riverside Unit,-116.907213,33.96201,2013-05-20T18:50:00Z,5/20/13,5/20/13,N,TRUE,FALSE
Water Fire,TRUE,2013-05-21T19:30:00Z,2013-05-21T14:16:00Z,CAL FIRE/Riverside County Fire ,Riverside,Off Whitewater Canyon Road in Whitewater,90,CAL FIRE/Riverside County Fire ,-116.6534,33.9582,2013-05-21T19:30:00Z,5/21/13,5/21/13,N,TRUE,FALSE
Shelton Fire,TRUE,2013-05-30T13:25:00Z,2013-05-30T11:20:00Z,CAL FIRE Tuolumne-Calaveras Unit ,San Joaquin,off North Shelton Rd in the Linden Peters area,303,CAL FIRE Tuolumne-Calaveras Unit ,-120.90325,38.04993,2013-05-30T13:25:00Z,5/30/13,5/30/13,N,TRUE,FALSE
Border Fire,TRUE,2013-05-23T08:30:00Z,2013-05-22T16:14:00Z,CAL FIRE San Diego Unit,San Diego,Off Alta Rd in the Otay Mesa area,100,CAL FIRE San Diego Unit,-116.900368,32.564465,2013-05-23T08:30:00Z,5/23/13,5/22/13,N,TRUE,FALSE
San Felipe Fire,TRUE,2013-05-26T17:45:00Z,2013-05-23T12:20:00Z,CAL FIRE San Diego Unit,San Diego,"San Felipe Road, north of Highway 78, East of Julian",2781,"CAL FIRE San Diego Unit, CALFIRE, USFS, BLM, SAN DIEGO SHERIFF'S OFFICE, AMR, CAL EMA, SAN DIEGO CITY, LOCAL GOVERNMENT, SAN DIEGO FIRE AUTHORITY, RESERVATION, CCC",-116.52579,33.12111,2013-05-26T17:45:00Z,5/26/13,5/23/13,N,TRUE,FALSE
Homestead Fire,TRUE,2013-05-25T18:45:00Z,2013-05-25T17:35:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Homestead Rd & Hwy 41, northeast of Atascadero ",50,CAL FIRE San Luis Obispo Unit,-120.6368,35.5123,2013-05-25T18:45:00Z,5/25/13,5/25/13,N,TRUE,FALSE
Smiley Fire,TRUE,2013-05-25T23:00:00Z,2013-05-25T14:59:00Z,CAL FIRE/Riverside County Fire,Riverside,"Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley",124,CAL FIRE/Riverside County Fire,-117.187934,33.963591,2013-05-25T23:00:00Z,5/25/13,5/25/13,N,TRUE,FALSE
General Fire,TRUE,2013-05-31T06:15:00Z,2013-05-26T12:04:00Z,CAL FIRE San Diego Unit,San Diego,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",1271,CAL FIRE San Diego Unit,-116.5209,33.04458,2013-05-31T06:15:00Z,5/31/13,5/26/13,N,TRUE,FALSE
White Fire,TRUE,2013-05-30T19:30:00Z,2013-05-27T14:45:00Z,USFS Los Padres National Forest,Santa Barbara,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",1984,USFS Los Padres National Forest,-119.82429,34.55048,2013-05-30T19:30:00Z,5/30/13,5/27/13,N,FALSE,FALSE
Magic Fire,TRUE,2013-05-29T15:30:00Z,2013-05-28T11:30:00Z,Los Angeles County Fire Department,Los Angeles,off Magic Mtn Parkway in Valencia,149,Los Angeles County Fire Department,-118.58688,34.419284,2013-05-29T15:30:00Z,5/29/13,5/28/13,N,TRUE,FALSE
Olive Fire,TRUE,2013-05-29T10:30:00Z,2013-05-28T15:24:00Z,Santa Barbara County Fire,Santa Barbara,"Hwy 246 and Meadowvale, East of Solvang ",170,Santa Barbara County Fire,-120.074655,34.611824,2013-05-29T10:30:00Z,5/29/13,5/28/13,N,TRUE,FALSE
Branch Fire,TRUE,2013-06-03T18:30:00Z,2013-06-01T17:27:00Z,Los Padres National Forest,San Luis Obispo,"west of the Carrizo Plain, Los Padres National Forest",500,Los Padres National Forest,-120.05131,35.15832,2013-06-03T18:30:00Z,6/3/13,6/1/13,N,FALSE,FALSE
Murphy Fire,TRUE,2013-06-02T16:55:00Z,2013-06-02T13:30:00Z,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,off Lime Kiln Rd,100,CAL FIRE Tuolumne-Calaveras Unit,-120.33313,37.91529,2013-06-02T16:55:00Z,6/2/13,6/2/13,N,TRUE,FALSE
Lone Fire,TRUE,2013-06-03T20:00:00Z,2013-06-03T13:49:00Z,CAL FIRE Butte Unit,Butte,Palermo Road and Lone Tree Road near Palermo,298,"CAL FIRE Butte Unit, CAL FIRE, El Medio Fire, Chico Fire Dept, Oroville Fire Dept, Butte Co. Sheriff's Dept, Butte Co. Public Works, PG&E and CHP",-121.576804,39.434183,2013-06-03T20:00:00Z,6/3/13,6/3/13,N,TRUE,FALSE
Hathaway Fire,TRUE,2013-06-09T16:45:00Z,2013-06-09T12:30:00Z,USFS San Bernardino National Forest,Riverside,"Hathaway Canyon area, northeast of Banning",0,USFS San Bernardino National Forest,-116.84137,33.99647,2013-06-09T16:45:00Z,6/9/13,6/9/13,N,FALSE,FALSE
Sonoma-Lake-Napa Unit Lightning Fires,TRUE,2013-06-14T15:45:00Z,2013-06-10T00:46:00Z,CAL FIRE Sonoma-Lake-Napa Unit,"Sonoma, Solano, Lake, Colusa","throughout Sonoma, Solano, Lake & Colusa Counties",28,CAL FIRE Sonoma-Lake-Napa Unit,-122.0437,38.4229,2013-06-14T15:45:00Z,6/14/13,6/10/13,N,TRUE,FALSE
152 Fire,TRUE,2013-06-05T08:30:00Z,2013-06-04T15:42:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Merced,Hwy 152 in San Luis Creek Reservoir,124,CAL FIRE Madera-Mariposa-Merced Unit,-121.006939,37.03776,2013-06-05T08:30:00Z,6/5/13,6/4/13,N,TRUE,FALSE
Lake Fire,TRUE,2013-06-06T07:00:00Z,2013-06-05T16:05:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Lake,Lakeshore Drive and Patterson Drive in Clearlake Oaks,30,CAL FIRE Sonoma-Lake-Napa Unit,-122.703193,38.99233,2013-06-06T07:00:00Z,6/6/13,6/5/13,N,TRUE,FALSE
Powerhouse Fire,TRUE,2013-06-08T18:30:00Z,2013-05-30T15:28:00Z,USFS Angeles National Forest/Los Angeles County/CAL FIRE,Los Angeles,Angeles National Forest,30274,USFS Angeles National Forest/Los Angeles County/CAL FIRE,-118.423176,34.585595,2013-06-08T18:30:00Z,6/8/13,5/30/13,N,TRUE,FALSE
Vasco Fire,TRUE,2013-06-08T13:25:00Z,2013-06-08T10:16:00Z,CAL FIRE Santa Clara Unit,Alameda,"off Vasco Road & North Vasco Road, north of Livermore",240,CAL FIRE Santa Clara Unit,-121.737213,37.775057,2013-06-08T13:25:00Z,6/8/13,6/8/13,N,TRUE,FALSE
Viper Fire,TRUE,2013-06-08T19:00:00Z,2013-06-08T15:37:00Z,CAL FIRE/Riverside County Fire,Riverside,"off San Timoteo Canyon Rd and Viper Rd, north of Moreno Valley",42,CAL FIRE/Riverside County Fire,-117.1265,33.96936,2013-06-08T19:00:00Z,6/8/13,6/8/13,N,TRUE,FALSE
Northern California Lightning Activity,TRUE,2013-06-14T16:30:00Z,2013-06-10T00:46:00Z,California Northern Region,,Across Northern California,60,California Northern Region,-121.5747,39.9845,2013-06-14T16:30:00Z,6/14/13,6/10/13,N,TRUE,FALSE
Roadrunner Fire,TRUE,2013-06-13T09:45:00Z,2013-06-12T16:43:00Z,CAL FIRE Amador-El Dorado Unit,Amador,"Roadrunner Drive, south of Ione",96,CAL FIRE Amador-El Dorado Unit,-120.966016,38.27783,2013-06-13T09:45:00Z,6/13/13,6/12/13,N,TRUE,FALSE
Revis Fire,TRUE,2013-06-14T16:30:00Z,2013-06-12T16:40:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Madera,Off Revis Road & Yosemite Springs Parkway in Yosemite Lake Parks area in Coarsegold,75,CAL FIRE Madera-Mariposa-Merced Unit,-119.75636,37.169379,2013-06-14T16:30:00Z,6/14/13,6/12/13,N,TRUE,FALSE
Clinton Fire,TRUE,2013-06-13T21:30:00Z,2013-06-13T11:54:00Z,CAL FIRE/Fresno County Fire,Fresno,"Clinton and Highland, East of Fresno",108,CAL FIRE/Fresno County Fire,-119.628389,36.772425,2013-06-13T21:30:00Z,6/13/13,6/13/13,N,TRUE,FALSE
Carstens Fire,TRUE,2013-06-26T11:15:00Z,2013-06-16T14:12:00Z,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,Mariposa,"Off Carstens Road, east of 140 in the Midpines area.",1708,"CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest , CAL FIRE, US Forest Service, California Highway Patrol, National Park Service, Mariposa County, Mariposa County Fire, Mariposa County Sheriff.",-119.91071,37.58202,2013-06-26T11:15:00Z,6/26/13,6/16/13,N,TRUE,FALSE
PFE Fire,TRUE,2013-06-13T14:15:00Z,2013-06-13T11:28:00Z,CAL FIRE/Placer County Fire,Placer,"PFE Road and Watt Avenue, West Roseville",237,CAL FIRE/Placer County Fire,-121.380862,38.729297,2013-06-13T14:15:00Z,6/13/13,6/13/13,N,TRUE,FALSE
Michelle Fire,TRUE,2013-06-13T21:30:00Z,2013-06-13T15:54:00Z,CAL FIRE/Fresno County Fire,Fresno,"off McKinley Ave & Academy Ave, north of Sanger ",35,CAL FIRE/Fresno County Fire,-119.558244,36.763367,2013-06-13T21:30:00Z,6/13/13,6/13/13,N,TRUE,FALSE
Palmyrita Fire,TRUE,2013-06-15T08:00:00Z,2013-06-14T13:47:00Z,CAL FIRE/Riverside County Fire,Riverside,"Highgrove Pass Rd and Pigeon Pass Rd, Community of Highgrove",40,CAL FIRE/Riverside County Fire,-117.302057,34.001745,2013-06-15T08:00:00Z,6/15/13,6/14/13,N,TRUE,FALSE
Rolling Fire,TRUE,2013-06-18T19:30:00Z,2013-06-16T18:17:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"off Hwy 41 & Road 145, northwest of Friant ",482,CAL FIRE Madera-Mariposa-Merced Unit,-119.78106,37.015575,2013-06-18T19:30:00Z,6/18/13,6/16/13,N,TRUE,FALSE
California Fire,TRUE,2013-06-18T22:30:00Z,2013-06-18T15:18:00Z,CAL FIRE Sanoma-Lake-Napa Unit,Solano,"Off Lake Herman Rd, west of Hwy 680 in Benicia",124,CAL FIRE Sanoma-Lake-Napa Unit,-122.13802,38.08744,2013-06-18T22:30:00Z,6/18/13,6/18/13,N,TRUE,FALSE
Sierra Fire,TRUE,2013-06-19T08:45:00Z,2013-06-17T14:41:00Z,CAL FIRE/Fresno County Fire,Fresno,"Black Mountain Road at Lodge Road near Sierra High School, southeast of Auberry",46,CAL FIRE/Fresno County Fire,-119.463757,37.03087,2013-06-19T08:45:00Z,6/19/13,6/17/13,N,TRUE,FALSE
George Fire,TRUE,2013-06-25T17:15:00Z,2013-06-25T13:36:00Z,CAL FIRE/Fresno County Fire,Fresno,off Bronco Lane in Squaw Valley,150,CAL FIRE/Fresno County Fire,-119.2248,36.7218,2013-06-25T17:15:00Z,6/25/13,6/25/13,N,TRUE,FALSE
Mount Fire,TRUE,2013-06-20T13:15:00Z,2013-06-20T14:29:00Z,CAL FIRE Sanoma-Lake-Napa Unit,Lake,"Off Konocti Rd & Oak Hills Ln, east of Kelseyville",25,CAL FIRE Sanoma-Lake-Napa Unit,-122.81796,38.98058,2013-06-20T13:15:00Z,6/20/13,6/20/13,N,TRUE,FALSE
Mills Fire,TRUE,2013-07-01T06:00:00Z,2013-06-28T14:30:00Z,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,San Bernardino,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",534,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,-117.048397,34.071556,2013-07-01T06:00:00Z,7/1/13,6/28/13,N,TRUE,FALSE
Concord Fire,TRUE,2013-07-01T18:30:00Z,2013-07-01T15:41:00Z,CAL FIRE Santa Clara Unit,Contra Costa,off Concord Ave & Vineyard Parkway in Brentwood,274,CAL FIRE Santa Clara Unit,-121.74367,39.90465,2013-07-01T18:30:00Z,7/1/13,7/1/13,N,TRUE,FALSE
Freeman Fire,TRUE,2013-06-29T18:30:00Z,2013-06-29T14:09:00Z,CAL FIRE San Benito-Monterey Unit ,Monterey,"off Hwy 198, 10 miles east of King City",105,CAL FIRE San Benito-Monterey Unit ,-120.8973,36.1531,2013-06-29T18:30:00Z,6/29/13,6/29/13,N,TRUE,FALSE
Kirker Fire,TRUE,2013-07-01T18:40:00Z,2013-07-01T13:19:00Z,CAL FIRE Santa Clara Unit,Contra Costa,Kirker Pass Road south of Pittsburg,492,CAL FIRE Santa Clara Unit,-121.91453,37.96866,2013-07-01T18:40:00Z,7/1/13,7/1/13,N,TRUE,FALSE
Northern Region July Lightning,TRUE,2013-07-04T10:45:00Z,2013-07-02T12:00:00Z,CAL FIRE Northern Region,,Throughout northeastern California,754,CAL FIRE Northern Region,-121.5747,39.9845,2013-07-04T10:45:00Z,7/4/13,7/2/13,N,TRUE,FALSE
Fox Fire (formally 3-7 Fire),TRUE,2013-07-05T18:30:00Z,2013-07-03T22:56:00Z,CAL FIRE Lassen-Modoc Unit,Modoc,5 miles northwest of Aiden,502,CAL FIRE Lassen-Modoc Unit,-121.035,41.2415,2013-07-05T18:30:00Z,7/5/13,7/3/13,N,TRUE,FALSE
Vina Fire,TRUE,2013-07-04T10:30:00Z,2013-07-04T07:30:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"Tehama-Vina Rd and Sherman Rd, Los Molinos",200,CAL FIRE Tehama-Glenn Unit,-122.079871,40.012398,2013-07-04T10:30:00Z,7/4/13,7/4/13,N,TRUE,FALSE
Grant Fire,TRUE,2013-07-04T11:30:00Z,2013-07-04T10:00:00Z,CAL FIRE Santa Clara Unit,Alameda,"off Grant Ln Rd & I-580 in the Altamont Pass, 5 miles west of Tracy",50,CAL FIRE Santa Clara Unit,-121.5869,37.7393,2013-07-04T11:30:00Z,7/4/13,7/4/13,N,TRUE,FALSE
Fallon Fire,TRUE,2013-07-06T14:30:00Z,2013-07-06T13:09:00Z,CAL FIRE Santa Clara Unit / Alameda County Fire,Alameda,off Fallon Rd & Camino Tassajara near Dublin ,38,CAL FIRE Santa Clara Unit / Alameda County Fire,-121.86216,37.74241,2013-07-06T14:30:00Z,7/6/13,7/6/13,N,TRUE,FALSE
Chariot Fire,TRUE,2013-07-15T06:15:00Z,2013-07-06T12:55:00Z,CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,"off Sunrise Hwy, 9 miles southeast of Julian",7055,"CAL FIRE San Diego Unit / Cleveland National Forest, CAL FIRE, USFS Cleveland NF, CHP, San Diego County Fire Authority, San Diego County Sheriff, California State Parks",-116.47381,32.95435,2013-07-15T06:15:00Z,7/15/13,7/6/13,N,TRUE,FALSE
Adelaida Fire,TRUE,2013-07-07T22:00:00Z,2013-07-07T13:16:00Z,CAL FIRE San Luis Obispo,San Luis Obispo,"off Adelaida Rd & Vineyard Dr, west of Paso Robles",85,CAL FIRE San Luis Obispo,-120.83417,35.62743,2013-07-07T22:00:00Z,7/7/13,7/7/13,N,TRUE,FALSE
McGanney Fire,TRUE,2013-07-08T17:30:00Z,2013-07-08T09:59:00Z,CAL FIRE Nevada-Placer-Yuba Unit,Yuba,"off Highway 20 and McGanney Lane, west of Smartsville",73,CAL FIRE Nevada-Placer-Yuba Unit,-121.31634,39.206,2013-07-08T17:30:00Z,7/8/13,7/8/13,N,TRUE,FALSE
Fiddler Fire,TRUE,2013-07-09T15:00:00Z,2013-07-09T11:59:00Z,CAL FIRE Shasta-Trinity Unit,Shasta,off Fiddler,43,CAL FIRE Shasta-Trinity Unit,-122.7338,40.373,2013-07-09T15:00:00Z,7/9/13,7/9/13,N,TRUE,FALSE
Kyburz Fire,TRUE,2013-07-11T18:30:00Z,2013-07-08T12:45:00Z,Eldorado National Forest,El Dorado,"Off Hwy 50 at 30 Mile Tract, Kyburz",572,Eldorado National Forest,-120.298,38.774,2013-07-11T18:30:00Z,7/11/13,7/8/13,N,FALSE,FALSE
Uvas Fire,TRUE,2013-07-12T17:45:00Z,2013-07-12T13:09:00Z,CAL FIRE Santa Clara Unit,Santa Clara,"Uvas Road and Casa Loma Road, near Calero County Park,  west of Morgan Hill",50,CAL FIRE Santa Clara Unit,-121.7804,37.1438,2013-07-12T17:45:00Z,7/12/13,7/12/13,N,TRUE,FALSE
Diablo Fire,TRUE,2013-07-13T21:45:00Z,2013-07-12T15:35:00Z,CAL FIRE Santa Clara Unit,Stanislaus,"off Diablo Grande Parkway, west of I-5, southwest of Patterson",150,CAL FIRE Santa Clara Unit,-121.1955,37.436,2013-07-13T21:45:00Z,7/13/13,7/12/13,N,TRUE,FALSE
Mountain Fire,TRUE,2013-07-30T18:00:00Z,2013-07-15T13:43:00Z,CAL FIRE Riverside Unit / San Bernardino National Forest,Riverside,Hwy 243 & Hwy 74 near Mountain Center,27531,CAL FIRE Riverside Unit / San Bernardino National Forest,-116.72885,33.7095,2013-07-30T18:00:00Z,7/30/13,7/15/13,N,TRUE,FALSE
Orleans Complex,TRUE,2013-08-03T15:00:00Z,2013-08-03T08:00:00Z,Six Rivers National Forest,Humboldt,"10 miles east of Somes Bar, California",0,Six Rivers National Forest,-123.376,41.333,2013-08-03T15:00:00Z,8/3/13,8/3/13,N,FALSE,FALSE
Silverwood Fire,TRUE,2013-07-26T18:15:00Z,2013-07-25T15:09:00Z,San Bernardino County Fire,San Bernardino, Hwy 138 west of Hwy 173,75,San Bernardino County Fire,-117.352,34.316,2013-07-26T18:15:00Z,7/26/13,7/25/13,N,TRUE,FALSE
Flume Fire,TRUE,2013-07-28T17:50:00Z,2013-07-28T09:43:00Z,CAL FIRE San Diego Unit,San Diego,Barrett Lake Road and Highway 94,25,CAL FIRE San Diego Unit,-116.707335,32.612773,2013-07-28T17:50:00Z,7/28/13,7/28/13,N,TRUE,FALSE
Aspen Fire,TRUE,2013-09-24T20:15:00Z,2013-07-22T22:15:00Z,Sierra National Forest,Fresno,Seven miles north of Big Creek,22992,Sierra National Forest,-119.318,37.279,2013-09-24T20:15:00Z,9/24/13,7/22/13,N,FALSE,FALSE
Salmon River Complex,TRUE,2013-08-31T06:45:00Z,2013-07-31T22:00:00Z,Klamath National Forest,Siskiyou,"North Fork of the Salmon River, West of Sawyers Bar, Klamath National Forest",14754,Klamath National Forest,-123.176,41.32,2013-08-31T06:45:00Z,8/31/13,7/31/13,N,FALSE,FALSE
Branch Fire,TRUE,2013-08-04T14:45:00Z,2013-08-01T16:01:00Z,CAL FIRE Butte Unit,Butte,Near Rocky Peak - North Fork Lake Oroville near Cherokee,92,CAL FIRE Butte Unit,-121.50354,39.6612,2013-08-04T14:45:00Z,8/4/13,8/1/13,N,TRUE,FALSE
Redlands Fire,TRUE,2013-07-17T07:45:00Z,2013-07-16T17:48:00Z,CAL FIRE / Riverside County Fire,Riverside,"Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley",150,CAL FIRE / Riverside County Fire,-117.164997,33.990128,2013-07-17T07:45:00Z,7/17/13,7/16/13,N,TRUE,FALSE
Relay Fire,TRUE,2013-08-04T18:00:00Z,2013-08-04T16:29:00Z,CAL FIRE/Riverside County  Fire,Riverside,"near Mt. David, south of Beaumont",60,CAL FIRE/Riverside County  Fire,-116.99895,33.91027,2013-08-04T18:00:00Z,8/4/13,8/4/13,N,TRUE,FALSE
Water Fire,TRUE,2013-07-25T18:30:00Z,2013-07-23T09:15:00Z,Kern County Fire,Kern,West side of Interstate 5 at Tejon Ranch,612,Kern County Fire,-118.93388,34.90327,2013-07-25T18:30:00Z,7/25/13,7/23/13,N,TRUE,FALSE
Pratt Fire,TRUE,2013-07-23T16:00:00Z,2013-07-23T13:29:00Z,CAL FIRE Mendocino Unit,Mendocino,"Hwy 175 & Pratt Ranch Road, East of Hopland ",45,CAL FIRE Mendocino Unit,-123.067671,38.980846,2013-07-23T16:00:00Z,7/23/13,7/23/13,N,TRUE,FALSE
Rancho Fire,TRUE,2013-07-22T18:45:00Z,2013-07-19T12:00:00Z,CAL FIRE / Kern County Fire / State Parks / US Forest Service,Kern,West side of Interstate 5 in Lebec (Kern County),712,"CAL FIRE / Kern County Fire / State Parks / US Forest Service, Cal Fire, United States Forest Service, Ventura County Fire, Kern County Sheriff Department, Calif State Parks, Calif Highway Patrol",-118.9194,34.882,2013-07-22T18:45:00Z,7/22/13,7/19/13,N,TRUE,FALSE
Paskenta Fire,TRUE,2013-07-19T15:00:00Z,2013-07-19T13:32:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,West of Corning,195,CAL FIRE Tehama-Glenn Unit,-122.330879,39.961309,2013-07-19T15:00:00Z,7/19/13,7/19/13,N,TRUE,FALSE
Lakeville Fire,TRUE,2013-07-26T17:45:00Z,2013-07-26T13:45:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"Off Lakeville Hwy, 6 miles SE of Petaluma",158,CAL FIRE Sonoma-Lake-Napa Unit,-122.51253,38.17693,2013-07-26T17:45:00Z,7/26/13,7/26/13,N,TRUE,FALSE
50 Fire,TRUE,2013-07-19T17:15:00Z,2013-07-19T14:12:00Z,CAL FIRE / Sacramento Metropolitan Fire,"El Dorado, Sacramento",South of Hwy 50 at the El Dorado and Sacramento County line,163,CAL FIRE / Sacramento Metropolitan Fire,-121.08438,38.63987,2013-07-19T17:15:00Z,7/19/13,7/19/13,N,TRUE,FALSE
Heacock Fire,TRUE,2013-07-20T19:30:00Z,2013-07-19T16:21:00Z,CAL FIRE / Riverside County Fire,Riverside,Heacock St & Sandy Glade Ave in Moreno Valley,40,CAL FIRE / Riverside County Fire,-117.2508,33.9634,2013-07-20T19:30:00Z,7/20/13,7/19/13,N,TRUE,FALSE
Gilman Fire,TRUE,2013-07-19T19:30:00Z,2013-07-19T17:31:00Z,CAL FIRE / Riverside County Fire,Riverside,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",15,CAL FIRE / Riverside County Fire,-117.09306,33.94528,2013-07-19T19:30:00Z,7/19/13,7/19/13,N,TRUE,FALSE
Chuckwagon Fire,TRUE,2013-07-23T15:10:00Z,2013-07-22T12:34:00Z,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"near the 4500 block of Chuckwagon Drive, Copperopolis",31,CAL FIRE Tuolumne-Calaveras Unit,-120.696362,37.965364,2013-07-23T15:10:00Z,7/23/13,7/22/13,N,TRUE,FALSE
Power Fire,TRUE,2013-08-14T08:30:00Z,2013-08-05T06:00:00Z,Stanislaus National Forest,Tuolumne,"Near Beardsley Lake, northeast of Sonora",1070,Stanislaus National Forest,-120.02778,38.25108,2013-08-14T08:30:00Z,8/14/13,8/5/13,N,FALSE,FALSE
Falls Fire,TRUE,2013-08-09T18:45:00Z,2013-08-05T10:10:00Z,Cleveland National Forest / CAL FIRE Riverside Unit,Riverside,"Ortega Highway, west of Lake Elsinoire",1383,Cleveland National Forest / CAL FIRE Riverside Unit,-117.40288,33.62236,2013-08-09T18:45:00Z,8/9/13,8/5/13,N,TRUE,FALSE
Tram Fire,TRUE,2013-08-08T09:00:00Z,2013-08-06T13:39:00Z,San Bernardino National Forest,Riverside,Off of Hwy 111 & Tramway Rd in Palm Springs,60,San Bernardino National Forest,-116.61,38.838,2013-08-08T09:00:00Z,8/8/13,8/6/13,N,FALSE,FALSE
Indian Fire,TRUE,2013-08-07T18:30:00Z,2013-08-07T12:35:00Z,CAL FIRE Sanoma-Lake-Napa Unit,Lake,"Off Bartlett Springs Road near Indian Valley Reservoir, 10 miles northeast of Clearlake Oaks",38,CAL FIRE Sanoma-Lake-Napa Unit,-122.5906,39.1591,2013-08-07T18:30:00Z,8/7/13,8/7/13,N,TRUE,FALSE
